[CH2:1]([C@@H:2]1[C@@H:3]([OH:8])[C@H:4]([OH:9])[C@@H:5]([OH:10])[C:6](=[O:11])[O:12]1)[OH:7].[OH2:13]>>[CH2:1]([C:2](=[C:3]([CH:4]([CH:5]([CH:6]([OH:11])[OH:12])[OH:10])[OH:9])[OH:8])[OH:13])[OH:7],[CH2:1]([C@@H:2]1[C@@H:3]([OH:8])[C@H:4]([OH:9])[C@@H:5]([OH:10])[C:6](=[O:11])[O:12]1)[OH:7].[OH2:13]>>[CH2:1]([C:2]([CH:3]([CH:4]([CH:5]([CH:6]([OH:11])[OH:12])[OH:10])[OH:9])[OH:8])=[O:13])[OH:7],[CH2:1]([C@@H:2]1[C@@H:3]([OH:8])[C@H:4]([OH:9])[C@@H:5]([OH:10])[C:6](=[O:11])[O:12]1)[OH:7].[OH2:13]>>[CH2:1]([CH:2]([C:3](=[C:4]([CH:5]([CH:6]([OH:11])[OH:12])[OH:10])[OH:9])[OH:8])[OH:13])[OH:7],[CH2:1]([C@@H:2]1[C@@H:3]([OH:8])[C@H:4]([OH:9])[C@@H:5]([OH:10])[C:6](=[O:11])[O:12]1)[OH:7].[OH2:13]>>[CH2:1]([CH:2]([C:3]([CH:4]([CH:5]([CH:6]([OH:11])[OH:12])[OH:10])[OH:9])=[O:8])[OH:13])[OH:7],[CH2:1]([C@@H:2]1[C@@H:3]([OH:8])[C@H:4]([OH:9])[C@@H:5]([OH:10])[C:6](=[O:11])[O:12]1)[OH:7].[OH2:13]>>[CH2:1]([CH:2]([CH:3]([C:4](=[C:5]([CH:6]([OH:11])[OH:12])[OH:10])[OH:9])[OH:8])[OH:13])[OH:7],[CH2:1]([C@@H:2]1[C@@H:3]([OH:8])[C@H:4]([OH:9])[C@@H:5]([OH:10])[C:6](=[O:11])[O:12]1)[OH:7].[OH2:13]>>[CH2:1]([CH:2]([CH:3]([C:4]([CH:5]([CH:6]([OH:11])[OH:12])[OH:10])=[O:9])[OH:8])[OH:13])[OH:7],[CH2:1]([C@@H:2]1[C@@H:3]([OH:8])[C@H:4]([OH:9])[C@@H:5]([OH:10])[C:6](=[O:11])[O:12]1)[OH:7].[OH2:13]>>[CH2:1]([CH:2]([CH:3]([CH:4]([C:5](=[C:6]([OH:11])[OH:12])[OH:10])[OH:9])[OH:8])[OH:13])[OH:7],[CH2:1]([C@@H:2]1[C@@H:3]([OH:8])[C@H:4]([OH:9])[C@@H:5]([OH:10])[C:6](=[O:11])[O:12]1)[OH:7].[OH2:13]>>[CH2:1]([CH:2]([CH:3]([CH:4]([C:5]([CH:6]([OH:11])[OH:12])=[O:10])[OH:9])[OH:8])[OH:13])[OH:7],[CH2:1]([C@@H:2]1[C@@H:3]([OH:8])[C@H:4]([OH:9])[C@@H:5]([OH:10])[C:6](=[O:11])[O:12]1)[OH:7].[OH2:13]>>[CH2:1]([CH:2]([CH:3]([CH:4]([CH:5]([C:6](=[O:11])[OH:12])[OH:10])[OH:9])[OH:8])[OH:13])[OH:7],[CH2:1]([C@@H:2]1[C@@H:3]([OH:8])[C@H:4]([OH:9])[C@@H:5]([OH:10])[C:6](=[O:11])[O:12]1)[OH:7].[OH2:13]>>[CH2:1]([CH:2]([CH:3]([CH:4]([CH:5]([C:6]([OH:11])=[O:12])[OH:10])[OH:9])[OH:8])[OH:13])[OH:7],[CH2:1]([C@@H:2]1[C@@H:3]([OH:8])[C@H:4]([OH:9])[C@@H:5]([OH:10])[C:6](=[O:11])[O:12]1)[OH:7].[OH2:13]>>[CH:1](=[C:2]([CH:3]([CH:4]([CH:5]([CH:6]([OH:11])[OH:12])[OH:10])[OH:9])[OH:8])[OH:13])[OH:7],[CH2:1]([C@@H:2]1[C@@H:3]([OH:8])[C@H:4]([OH:9])[C@@H:5]([OH:10])[C:6](=[O:11])[O:12]1)[OH:7].[OH2:13]>>[CH:1]([CH:2]([CH:3]([CH:4]([CH:5]([CH:6]([OH:11])[OH:12])[OH:10])[OH:9])[OH:8])[OH:13])=[O:7],[CH2:1]([C@@H:2]1[C@@H:3]([OH:8])[C@H:4]([OH:9])[C@@H:5]([OH:10])[C:6](=[O:11])[O:12]1)[OH:7].[OH2:13]>>[CH2:1]([C@H:2]([C@H:3]([C@@H:4]([C@H:5]([C:6](=[O:11])[OH:12])[OH:10])[OH:9])[OH:8])[OH:13])[OH:7]
[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:10][CH:13]1[CH2:11][CH2:9][CH2:12][C:14](=[O:15])[O:16]1.[OH2:17]>>[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:10][CH:13]([CH2:11][CH2:9][CH2:12][C:14](=[O:15])[OH:17])[OH:16],[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:10][CH:13]1[CH2:11][CH2:9][CH2:12][C:14](=[O:15])[O:16]1.[OH2:17]>>[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:10][CH:13]([CH2:11][CH2:9][CH2:12][C:14]([OH:15])=[O:17])[OH:16],[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:10][CH:13]1[CH2:11][CH2:9][CH2:12][C:14](=[O:15])[O:16]1.[OH2:17]>>[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:10][CH:13]([CH2:11][CH2:9][CH:12]=[C:14]([OH:15])[OH:17])[OH:16]
[OH2:1].[CH2:2]([C@H:3]1[C@@H:4]([OH:9])[C@@H:5]([OH:10])[C@H:6]([OH:11])[C:7](=[O:12])[O:13]1)[OH:8]>>[O:1]=[C:3]([CH2:2][OH:8])[CH:4]([CH:5]([CH:6]([CH:7]([OH:12])[OH:13])[OH:11])[OH:10])[OH:9],[OH2:1].[CH2:2]([C@H:3]1[C@@H:4]([OH:9])[C@@H:5]([OH:10])[C@H:6]([OH:11])[C:7](=[O:12])[O:13]1)[OH:8]>>[OH:1][C:3](=[CH:2][OH:8])[CH:4]([CH:5]([CH:6]([CH:7]([OH:12])[OH:13])[OH:11])[OH:10])[OH:9],[OH2:1].[CH2:2]([C@H:3]1[C@@H:4]([OH:9])[C@@H:5]([OH:10])[C@H:6]([OH:11])[C:7](=[O:12])[O:13]1)[OH:8]>>[OH:1][C:3]([CH2:2][OH:8])=[C:4]([CH:5]([CH:6]([CH:7]([OH:12])[OH:13])[OH:11])[OH:10])[OH:9],[OH2:1].[CH2:2]([C@H:3]1[C@@H:4]([OH:9])[C@@H:5]([OH:10])[C@H:6]([OH:11])[C:7](=[O:12])[O:13]1)[OH:8]>>[OH:1][CH:3]([CH2:2][OH:8])[C:4](=[C:5]([CH:6]([CH:7]([OH:12])[OH:13])[OH:11])[OH:10])[OH:9],[OH2:1].[CH2:2]([C@H:3]1[C@@H:4]([OH:9])[C@@H:5]([OH:10])[C@H:6]([OH:11])[C:7](=[O:12])[O:13]1)[OH:8]>>[OH:1][CH:3]([CH2:2][OH:8])[C:4]([CH:5]([CH:6]([CH:7]([OH:12])[OH:13])[OH:11])[OH:10])=[O:9],[OH2:1].[CH2:2]([C@H:3]1[C@@H:4]([OH:9])[C@@H:5]([OH:10])[C@H:6]([OH:11])[C:7](=[O:12])[O:13]1)[OH:8]>>[OH:1][CH:3]([CH2:2][OH:8])[CH:4]([C:5](=[C:6]([CH:7]([OH:12])[OH:13])[OH:11])[OH:10])[OH:9],[OH2:1].[CH2:2]([C@H:3]1[C@@H:4]([OH:9])[C@@H:5]([OH:10])[C@H:6]([OH:11])[C:7](=[O:12])[O:13]1)[OH:8]>>[OH:1][CH:3]([CH2:2][OH:8])[CH:4]([C:5]([CH:6]([CH:7]([OH:12])[OH:13])[OH:11])=[O:10])[OH:9],[OH2:1].[CH2:2]([C@H:3]1[C@@H:4]([OH:9])[C@@H:5]([OH:10])[C@H:6]([OH:11])[C:7](=[O:12])[O:13]1)[OH:8]>>[OH:1][CH:3]([CH2:2][OH:8])[CH:4]([CH:5]([C:6](=[C:7]([OH:12])[OH:13])[OH:11])[OH:10])[OH:9],[OH2:1].[CH2:2]([C@H:3]1[C@@H:4]([OH:9])[C@@H:5]([OH:10])[C@H:6]([OH:11])[C:7](=[O:12])[O:13]1)[OH:8]>>[OH:1][CH:3]([CH2:2][OH:8])[CH:4]([CH:5]([C:6]([CH:7]([OH:12])[OH:13])=[O:11])[OH:10])[OH:9],[OH2:1].[CH2:2]([C@H:3]1[C@@H:4]([OH:9])[C@@H:5]([OH:10])[C@H:6]([OH:11])[C:7](=[O:12])[O:13]1)[OH:8]>>[OH:1][CH:3]([CH2:2][OH:8])[CH:4]([CH:5]([CH:6]([C:7](=[O:12])[OH:13])[OH:11])[OH:10])[OH:9],[OH2:1].[CH2:2]([C@H:3]1[C@@H:4]([OH:9])[C@@H:5]([OH:10])[C@H:6]([OH:11])[C:7](=[O:12])[O:13]1)[OH:8]>>[OH:1][CH:3]([CH2:2][OH:8])[CH:4]([CH:5]([CH:6]([C:7]([OH:12])=[O:13])[OH:11])[OH:10])[OH:9],[OH2:1].[CH2:2]([C@H:3]1[C@@H:4]([OH:9])[C@@H:5]([OH:10])[C@H:6]([OH:11])[C:7](=[O:12])[O:13]1)[OH:8]>>[OH:1][CH:3]([CH:2]=[O:8])[CH:4]([CH:5]([CH:6]([CH:7]([OH:12])[OH:13])[OH:11])[OH:10])[OH:9],[OH2:1].[CH2:2]([C@H:3]1[C@@H:4]([OH:9])[C@@H:5]([OH:10])[C@H:6]([OH:11])[C:7](=[O:12])[O:13]1)[OH:8]>>[OH:1][C@@H:3]([CH2:2][OH:8])[C@H:4]([C@H:5]([C@@H:6]([C:7](=[O:12])[OH:13])[OH:11])[OH:10])[OH:9]
[CH2:1]([C@@H:5]1[C@@H:7]([OH:15])[C@H:9]([OH:17])[C@@:11]2([CH2:3][O:20][C@@:12]3([CH2:4][O:19]2)[C@@H:10]([OH:18])[C@H:8]([OH:16])[C@@H:6]([CH2:2][OH:14])[O:22]3)[O:21]1)[OH:13].[OH2:23]>>[CH2:1]([CH:5]1[CH:7]([OH:15])[CH:9]([OH:17])[C:11]([CH2:3][O:20][C:12]2([CH2:4][OH:23])[CH:10]([OH:18])[CH:8]([OH:16])[CH:6]([CH2:2][OH:14])[O:22]2)([OH:19])[O:21]1)[OH:13]
[O:1]=[O:2].[CH3:3][C:5]1=[CH:4][C:6]([Cl:10])=[C:7]([Cl:11])[C:9]([OH:13])=[C:8]1[OH:12]>>[O-:1][C:9]([C:7](=[C:6]([CH:4]=[C:5]([CH3:3])[C:8]([O-:2])=[O:12])[Cl:10])[Cl:11])=[O:13].[H+:14].[H+:15],[O:1]=[O:2].[CH3:3][C:5]1=[CH:4][C:6]([Cl:10])=[C:7]([Cl:11])[C:9]([OH:13])=[C:8]1[OH:12]>>[O-:1][C:9]([C:7](=[C:6]([CH:4]=[C:5]([CH3:3])[C:8](=[O:2])[O-:12])[Cl:10])[Cl:11])=[O:13].[H+:14].[H+:15],[O:1]=[O:2].[CH3:3][C:5]1=[CH:4][C:6]([Cl:10])=[C:7]([Cl:11])[C:9]([OH:13])=[C:8]1[OH:12]>>[O:1]=[C:9]([C:7](=[C:6]([CH:4]=[C:5]([CH3:3])[C:8]([O-:2])=[O:12])[Cl:10])[Cl:11])[O-:13].[H+:14].[H+:15],[O:1]=[O:2].[CH3:3][C:5]1=[CH:4][C:6]([Cl:10])=[C:7]([Cl:11])[C:9]([OH:13])=[C:8]1[OH:12]>>[O:1]=[C:9]([C:7](=[C:6]([CH:4]=[C:5]([CH3:3])[C:8](=[O:2])[O-:12])[Cl:10])[Cl:11])[O-:13].[H+:14].[H+:15],[O:1]=[O:2].[CH3:3][C:5]1=[C:8]([OH:12])[C:9]([OH:13])=[C:7]([Cl:11])[C:6]([Cl:10])=[CH:4]1>>[O-:1][C:9]([C:7](=[C:6]([CH:4]=[C:5]([CH3:3])[C:8]([O-:2])=[O:12])[Cl:10])[Cl:11])=[O:13].[H+:14].[H+:15],[O:1]=[O:2].[CH3:3][C:5]1=[C:8]([OH:12])[C:9]([OH:13])=[C:7]([Cl:11])[C:6]([Cl:10])=[CH:4]1>>[O-:1][C:9]([C:7](=[C:6]([CH:4]=[C:5]([CH3:3])[C:8](=[O:2])[O-:12])[Cl:10])[Cl:11])=[O:13].[H+:14].[H+:15],[O:1]=[O:2].[CH3:3][C:5]1=[C:8]([OH:12])[C:9]([OH:13])=[C:7]([Cl:11])[C:6]([Cl:10])=[CH:4]1>>[O:1]=[C:9]([C:7](=[C:6]([CH:4]=[C:5]([CH3:3])[C:8]([O-:2])=[O:12])[Cl:10])[Cl:11])[O-:13].[H+:14].[H+:15],[O:1]=[O:2].[CH3:3][C:5]1=[C:8]([OH:12])[C:9]([OH:13])=[C:7]([Cl:11])[C:6]([Cl:10])=[CH:4]1>>[O:1]=[C:9]([C:7](=[C:6]([CH:4]=[C:5]([CH3:3])[C:8](=[O:2])[O-:12])[Cl:10])[Cl:11])[O-:13].[H+:14].[H+:15],[O:1]=[O:2].[CH3:3][C:5]1=[CH:4][C:6]([Cl:10])=[C:7]([Cl:11])[C:9]([OH:13])=[C:8]1[OH:12]>>[O-:1][C:9]([CH:7]([C:6](=[CH:4][C:5](=[CH2:3])[C:8]([O-:2])=[O:12])[Cl:10])[Cl:11])=[O:13].[H+:14].[H+:15],[O:1]=[O:2].[CH3:3][C:5]1=[CH:4][C:6]([Cl:10])=[C:7]([Cl:11])[C:9]([OH:13])=[C:8]1[OH:12]>>[O-:1][C:9]([CH:7]([C:6](=[CH:4][C:5](=[CH2:3])[C:8](=[O:2])[O-:12])[Cl:10])[Cl:11])=[O:13].[H+:14].[H+:15],[O:1]=[O:2].[CH3:3][C:5]1=[CH:4][C:6]([Cl:10])=[C:7]([Cl:11])[C:9]([OH:13])=[C:8]1[OH:12]>>[O:1]=[C:9]([CH:7]([C:6](=[CH:4][C:5](=[CH2:3])[C:8]([O-:2])=[O:12])[Cl:10])[Cl:11])[O-:13].[H+:14].[H+:15],[O:1]=[O:2].[CH3:3][C:5]1=[CH:4][C:6]([Cl:10])=[C:7]([Cl:11])[C:9]([OH:13])=[C:8]1[OH:12]>>[O:1]=[C:9]([CH:7]([C:6](=[CH:4][C:5](=[CH2:3])[C:8](=[O:2])[O-:12])[Cl:10])[Cl:11])[O-:13].[H+:14].[H+:15],[O:1]=[O:2].[CH3:3][C:5]1=[C:8]([OH:12])[C:9]([OH:13])=[C:7]([Cl:11])[C:6]([Cl:10])=[CH:4]1>>[O-:1][C:9]([CH:7]([C:6](=[CH:4][C:5](=[CH2:3])[C:8]([O-:2])=[O:12])[Cl:10])[Cl:11])=[O:13].[H+:14].[H+:15],[O:1]=[O:2].[CH3:3][C:5]1=[C:8]([OH:12])[C:9]([OH:13])=[C:7]([Cl:11])[C:6]([Cl:10])=[CH:4]1>>[O-:1][C:9]([CH:7]([C:6](=[CH:4][C:5](=[CH2:3])[C:8](=[O:2])[O-:12])[Cl:10])[Cl:11])=[O:13].[H+:14].[H+:15],[O:1]=[O:2].[CH3:3][C:5]1=[C:8]([OH:12])[C:9]([OH:13])=[C:7]([Cl:11])[C:6]([Cl:10])=[CH:4]1>>[O:1]=[C:9]([CH:7]([C:6](=[CH:4][C:5](=[CH2:3])[C:8]([O-:2])=[O:12])[Cl:10])[Cl:11])[O-:13].[H+:14].[H+:15],[O:1]=[O:2].[CH3:3][C:5]1=[C:8]([OH:12])[C:9]([OH:13])=[C:7]([Cl:11])[C:6]([Cl:10])=[CH:4]1>>[O:1]=[C:9]([CH:7]([C:6](=[CH:4][C:5](=[CH2:3])[C:8](=[O:2])[O-:12])[Cl:10])[Cl:11])[O-:13].[H+:14].[H+:15],[O:1]=[O:2].[CH3:3][C:5]1=[CH:4][C:6]([Cl:10])=[C:7]([Cl:11])[C:9]([OH:13])=[C:8]1[OH:12]>>[OH:1][C:9](=[C:7]([C:6](=[CH:4][C:5](=[CH2:3])[C:8]([O-:2])=[O:12])[Cl:10])[Cl:11])[O-:13].[H+:14].[H+:15],[O:1]=[O:2].[CH3:3][C:5]1=[CH:4][C:6]([Cl:10])=[C:7]([Cl:11])[C:9]([OH:13])=[C:8]1[OH:12]>>[OH:1][C:9](=[C:7]([C:6](=[CH:4][C:5](=[CH2:3])[C:8](=[O:2])[O-:12])[Cl:10])[Cl:11])[O-:13].[H+:14].[H+:15],[O:1]=[O:2].[CH3:3][C:5]1=[CH:4][C:6]([Cl:10])=[C:7]([Cl:11])[C:9]([OH:13])=[C:8]1[OH:12]>>[OH:1][C:9]([C:7](=[C:6]([CH-:4][C:5](=[CH2:3])[C:8]([O-:2])=[O:12])[Cl:10])[Cl:11])=[O:13].[H+:14].[H+:15],[O:1]=[O:2].[CH3:3][C:5]1=[CH:4][C:6]([Cl:10])=[C:7]([Cl:11])[C:9]([OH:13])=[C:8]1[OH:12]>>[OH:1][C:9]([C:7](=[C:6]([CH-:4][C:5](=[CH2:3])[C:8](=[O:2])[O-:12])[Cl:10])[Cl:11])=[O:13].[H+:14].[H+:15],[O:1]=[O:2].[CH3:3][C:5]1=[CH:4][C:6]([Cl:10])=[C:7]([Cl:11])[C:9]([OH:13])=[C:8]1[OH:12]>>[OH:1][C:9]([C:7](=[C:6]([CH:4]=[C:5]([CH2-:3])[C:8]([O-:2])=[O:12])[Cl:10])[Cl:11])=[O:13].[H+:14].[H+:15],[O:1]=[O:2].[CH3:3][C:5]1=[CH:4][C:6]([Cl:10])=[C:7]([Cl:11])[C:9]([OH:13])=[C:8]1[OH:12]>>[OH:1][C:9]([C:7](=[C:6]([CH:4]=[C:5]([CH2-:3])[C:8](=[O:2])[O-:12])[Cl:10])[Cl:11])=[O:13].[H+:14].[H+:15],[O:1]=[O:2].[CH3:3][C:5]1=[C:8]([OH:12])[C:9]([OH:13])=[C:7]([Cl:11])[C:6]([Cl:10])=[CH:4]1>>[OH:1][C:9](=[C:7]([C:6](=[CH:4][C:5](=[CH2:3])[C:8]([O-:2])=[O:12])[Cl:10])[Cl:11])[O-:13].[H+:14].[H+:15],[O:1]=[O:2].[CH3:3][C:5]1=[C:8]([OH:12])[C:9]([OH:13])=[C:7]([Cl:11])[C:6]([Cl:10])=[CH:4]1>>[OH:1][C:9](=[C:7]([C:6](=[CH:4][C:5](=[CH2:3])[C:8](=[O:2])[O-:12])[Cl:10])[Cl:11])[O-:13].[H+:14].[H+:15],[O:1]=[O:2].[CH3:3][C:5]1=[C:8]([OH:12])[C:9]([OH:13])=[C:7]([Cl:11])[C:6]([Cl:10])=[CH:4]1>>[OH:1][C:9]([C:7](=[C:6]([CH-:4][C:5](=[CH2:3])[C:8]([O-:2])=[O:12])[Cl:10])[Cl:11])=[O:13].[H+:14].[H+:15],[O:1]=[O:2].[CH3:3][C:5]1=[C:8]([OH:12])[C:9]([OH:13])=[C:7]([Cl:11])[C:6]([Cl:10])=[CH:4]1>>[OH:1][C:9]([C:7](=[C:6]([CH-:4][C:5](=[CH2:3])[C:8](=[O:2])[O-:12])[Cl:10])[Cl:11])=[O:13].[H+:14].[H+:15],[O:1]=[O:2].[CH3:3][C:5]1=[C:8]([OH:12])[C:9]([OH:13])=[C:7]([Cl:11])[C:6]([Cl:10])=[CH:4]1>>[OH:1][C:9]([C:7](=[C:6]([CH:4]=[C:5]([CH2-:3])[C:8]([O-:2])=[O:12])[Cl:10])[Cl:11])=[O:13].[H+:14].[H+:15],[O:1]=[O:2].[CH3:3][C:5]1=[C:8]([OH:12])[C:9]([OH:13])=[C:7]([Cl:11])[C:6]([Cl:10])=[CH:4]1>>[OH:1][C:9]([C:7](=[C:6]([CH:4]=[C:5]([CH2-:3])[C:8](=[O:2])[O-:12])[Cl:10])[Cl:11])=[O:13].[H+:14].[H+:15],[O:1]=[O:2].[CH3:3][C:5]1=[CH:4][C:6]([Cl:10])=[C:7]([Cl:11])[C:9]([OH:13])=[C:8]1[OH:12]>>[O-:1][C:9](/[C:7](=[C:6](\[CH:4]=[C:5](\[CH3:3])[C:8]([O-:2])=[O:12])[Cl:10])[Cl:11])=[O:13].[H+:14].[H+:15],[O:1]=[O:2].[CH3:3][C:5]1=[CH:4][C:6]([Cl:10])=[C:7]([Cl:11])[C:9]([OH:13])=[C:8]1[OH:12]>>[O-:1][C:9](/[C:7](=[C:6](\[CH:4]=[C:5](\[CH3:3])[C:8](=[O:2])[O-:12])[Cl:10])[Cl:11])=[O:13].[H+:14].[H+:15],[O:1]=[O:2].[CH3:3][C:5]1=[CH:4][C:6]([Cl:10])=[C:7]([Cl:11])[C:9]([OH:13])=[C:8]1[OH:12]>>[O:1]=[C:9](/[C:7](=[C:6](\[CH:4]=[C:5](\[CH3:3])[C:8]([O-:2])=[O:12])[Cl:10])[Cl:11])[O-:13].[H+:14].[H+:15],[O:1]=[O:2].[CH3:3][C:5]1=[CH:4][C:6]([Cl:10])=[C:7]([Cl:11])[C:9]([OH:13])=[C:8]1[OH:12]>>[O:1]=[C:9](/[C:7](=[C:6](\[CH:4]=[C:5](\[CH3:3])[C:8](=[O:2])[O-:12])[Cl:10])[Cl:11])[O-:13].[H+:14].[H+:15],[O:1]=[O:2].[CH3:3][C:5]1=[C:8]([OH:12])[C:9]([OH:13])=[C:7]([Cl:11])[C:6]([Cl:10])=[CH:4]1>>[O-:1][C:9](/[C:7](=[C:6](\[CH:4]=[C:5](\[CH3:3])[C:8]([O-:2])=[O:12])[Cl:10])[Cl:11])=[O:13].[H+:14].[H+:15],[O:1]=[O:2].[CH3:3][C:5]1=[C:8]([OH:12])[C:9]([OH:13])=[C:7]([Cl:11])[C:6]([Cl:10])=[CH:4]1>>[O-:1][C:9](/[C:7](=[C:6](\[CH:4]=[C:5](\[CH3:3])[C:8](=[O:2])[O-:12])[Cl:10])[Cl:11])=[O:13].[H+:14].[H+:15],[O:1]=[O:2].[CH3:3][C:5]1=[C:8]([OH:12])[C:9]([OH:13])=[C:7]([Cl:11])[C:6]([Cl:10])=[CH:4]1>>[O:1]=[C:9](/[C:7](=[C:6](\[CH:4]=[C:5](\[CH3:3])[C:8]([O-:2])=[O:12])[Cl:10])[Cl:11])[O-:13].[H+:14].[H+:15],[O:1]=[O:2].[CH3:3][C:5]1=[C:8]([OH:12])[C:9]([OH:13])=[C:7]([Cl:11])[C:6]([Cl:10])=[CH:4]1>>[O:1]=[C:9](/[C:7](=[C:6](\[CH:4]=[C:5](\[CH3:3])[C:8](=[O:2])[O-:12])[Cl:10])[Cl:11])[O-:13].[H+:14].[H+:15]
